bug_id,report_count,defect_method,primary_defect_method,reported_methods
1047,3,readAll,readAll,createReader|getLines|readAll|utf8ByteBuffer
1049,2,runCompression,internalRotateNow,internalRotateNow|runCompression
1064,3,addInputJar,internalOutputModifiedClass,addInputJar|internalOutputModifiedClass|makeOutputJar|writeUnmodifiedClasses
1067,4,getScriptFromUrl,getScriptFromUrl,createOutputFile|extractSources|getScriptFromUrl
1072,2,execute,execute,execute
1074,2,toXML,toXML,fromXML|toXML
1077,2,failure,accept,accept|failure
1079,2,copyFromJar,copySwaggerUiToTempDir,copyFromJar|copySwaggerUiToTempDir|createSwaggerUiFiles
1080,2,load,save,load|save
1081,2,save,save,load|save
1083,2,write,getAlertListBySession,getAlertListByScan|getAlertListBySession|write
1085,2,isKali,isKali,getManifest|getReleaseCreateDate|isKali
1088,4,searchForInternetExplorerVersion,searchForInternetExplorerVersion,searchForChromeVersion|searchForFirefoxVersion|searchForInternetExplorerVersion|searchForSafariVersion
1089,3,read,reconnect,getAlertListByScan|getAlertListBySession|read|reconnect|write
1090,5,reconnect,reconnect,containsURI|getHistoryList|lastIndex|read|reconnect|write
1091,5,read,reconnect,containsURI|getHistoryList|lastIndex|read|reconnect|write
1105,3,getInputStreamForSection,getInputStreamForSection,getInputStreamForSection|loadInternal|saveInternal
1106,3,createExcludeFile,stRegisterNMWithDiffUnits(),eateExcludeFile(S|stAppSubmitWithSubmissionPreProcessor()|stRegisterNMWithDiffUnits()
1110,2,serialize,deserialize,deserialize|serialize
1112,2,writeCompressedByteArray,readCompressedByteArray,readCompressedByteArray|writeCompressedByteArray
1114,4,getInputStream,getInputStream,getInputStream|getOutputStream|isValidGZipStream|isValidSnappyStream
1116,2,QuorumPeerInstance,configure,configure
1117,8,getMode,main,getMode|main|run|send
1125,11,download,getConfigFileInputStream,download|findAndReadConfigFile|fromCompressedJsonConf|getConfigFileInputStream|gunzip|gzip|javaDeserialize|javaSerialize|readAndLogStream|toCompressedJsonConf
1126,4,zipFileSize,zipDoesContainDir,execCommand|unTarUsingTar|zipDoesContainDir|zipFileSize
1127,2,setup,setup,process|setup
1130,4,read,write,merge|read|write
1131,3,getInputStream,append,append|read|write
1133,2,readUiExtensions,readUiExtensions,getWarExtensions|readUiExtensions
1134,5,echoRequestCmd,sendCommand,handleBootstrapRequest|run|sendCommand|start|writeDump
1135,2,run,addEvents,addEvents|reindexLatestEvents|tryRollover
1137,2,stop,cancelTransaction,cancelTransaction|holdTransaction
1138,2,close,initialize,dropTable|headers|initialize|newSession|session
1140,9,testMultipleScannableTableFunctionWithNamedParameters,testTableFunction,getConnectionWithMultiplyFunction|testMultipleScannableTableFunctionWithNamedParameters|testScannableTableFunction|testScannableTableFunctionWithNamedParameters|testTableFunction|testTableFunctionCursorInputs|testTableFunctionCursorsInputs|testTableFunctionDynamicStructure
1142,3,stopExecutors,start0,start0
1144,11,filterReachable,downloadUrl,acquire|calculateMD5Digest|delete|downloadUrl|filterReachable|readFileToString|unmarshalZip|unzip|writeLock
1147,2,checkAndLoadCache,checkAndLoadCache,checkAndLoadCache
1150,5,configureLog4J,main,configureLog4J|getVersionString|main|runParamPreprocessor
1159,2,executeGetRequestWithConnection,executeGetRequestWithConnection,executeGetRequestWithConnection|executeRequest
1160,2,sendRawCommand,connect,connect|sendRawCommand
1169,4,runKeyTool,runKeyTool,generateCertificateSigningRequest|getKeyStore|runKeyTool
1171,2,convertCharset,convertCharset,convertCharset|updateEntityAndLang
1173,5,generateScheme,execute,copyFileWithPIReplaced|execute|generateScheme|outputSubjectScheme|readMapFromXML
1174,3,parseResponse,parseResponse,googleDelete|parseResponse|throwIOExceptionOnErrorResponse|verifyFileSystemConfiguration
1180,2,processStream,ofFile,ofFile|ofPath|ofUrl
1181,11,isZipFile,writeToBinarayFile,copyFile|getBytes|getContent|isZipFile|recursiveZip|writeToBinarayFile|writeToFile|zipDir|zipFile
1182,5,addFile,addFile,addFile|addJarEntry|addZipEntry|processJarFile|writeModuleSrcZipToOverallSrcZip
1183,5,addFile,writeModuleSrcZipToOverallSrcZip,addFile|addJarEntry|addZipEntry|processJarFile|writeModuleSrcZipToOverallSrcZip
1184,3,getAllRequirements,build,build|generateManifest|getAllRequirements
1187,5,request,requestViaSocket,request|requestViaSocket|serverListening
1188,2,postBody,postBody,postBody
1190,6,readBytes,return,* @param|* 如果是{|nputStre|rName(cha|return|ubli
1191,2,"add,insertSessionStatement",get,get|insertSessionStatement|readSessionStatement
1193,3,persistKeyPairMap,persist,createKeystore|persist|persistCertMap|persistSubjectMap|reloadKeystore|store
1200,2,process,process,process|reply
1201,3,getRequestJSON,getRequestJSON,getRequestJSON|getResponse|process
1204,2,loadJSON,loadJSON,loadJSON
1206,2,zip,unzipFile,addToZip|unzipFile
1213,2,shutdownBasicService,updateMinBroker,updateMinBroker
1214,2,writeMetaFile,ildSourcesRaw(F,ildSourcesRaw(F|iteMetaFile(F
1215,3,assembleSmaliFile,sembleSmaliFile(F,sembleSmaliFile(F|sembleSmaliFile(I
1217,3,assembleSmaliFile,sembleSmaliFile(F,sembleSmaliFile(F|sembleSmaliFile(I
1218,2,installFramework,nstallFramework(,nstallFramework(
1219,3,getResPackagesFromApk,tectWhetherAppIsFramework(F,stallFramework(F|tResPackagesFromApk(E|tectWhetherAppIsFramework(F
1228,2,read,withBytes,withBytes|withFile
1231,2,writeToChannel,open,open|writeToChannel
1232,2,writeJobIdToFile,writeJobIdToFile,unzipNoGuava|writeJobIdToFile
1236,2,writeJobIdToFile,writeJobIdToFile,push|writeJobIdToFile
1239,12,restoreMultiLayerNetwork,restoreMultiLayerNetwork,addObjectToFile|restoreComputationGraph|restoreComputationGraphAndNormalizer|restoreMultiLayerNetwork|restoreMultiLayerNetworkAndNormalizer|restoreNormalizerFromFile|restoreNormalizerFromInputStreamDeprecated|writeModel
1240,11,writeModel,addObjectToFile,addObjectToFile|restoreComputationGraph|restoreComputationGraphAndNormalizer|restoreComputationGraphHelper|restoreMultiLayerNetworkAndNormalizer|restoreMultiLayerNetworkHelper|writeModel
1241,2,downloadFile,downloadFile,downloadFile
1246,3,parseFusionTablesResults,parseFusionTablesResults,createFusionTablesPostRequest|getAuthorizationUrl|parseFusionTablesResults
1247,2,readUrlFile,initWriter,initWriter|readCursorFile|readUrlFile
1256,7,initializeAndRunCoref,runConllEval,getConllEvalSummary|initializeAndRunCoref|runAndScoreCoref|runAndScoreCorefDist|runConllEval
1260,34,tail,writeStringToTempFile,copyFile|encodedOutputStreamPrintWriter|encodedOutputStreamWriter|existsInClasspathOrFileSystem|findStreamInClasspathOrFileSystem|getBZip2PipedInputStream|getBufferedFileReader|getBufferedOutputStream|getBufferedReaderFromClasspathOrFileSystem|getDataOutputStream|getFileInputStream|getFileOutputStream|getInputStreamFromURLOrClasspathOrFileSystem|getLine|getLineIterable|getPrintWriter|getReader|getStream|getWordsFromFile|inputStreamFromFile|iterator|linesFromFile|loadConllFile|readMap|readObjectFromColumns|readObjectFromFile|readObjectFromFileNoExceptions|readObjectFromURLOrClasspathOrFileSystem|readerFromFile|readerFromStdin|readerFromString|runAndScoreCoref|slurpURL|stringFromFile|tail|writeObjectToFile|writeStreamFromString|writeStringToFile|writeStringToTempFile|writeStringToTempFileNoExceptions
1263,3,loadExistingFile,loadExistingFile,getFileWriter|initializeFileOutput|loadExistingFile
1271,2,createOverridingProperties,createOverridingProperties,createDefaultLogger|createListener|createOverridingProperties|createXMLLogger|execute|getListeners
1273,5,executeSchemaResource,executeSchemaResource,executeSchemaResource|getDbSqlSession|getProperty|isTablePresent
1279,2,unGzip,unTar,unGzip|unTar
1288,2,sendStoredLogs,storeOffline,sendStoredLogs|storeOffline
1290,3,loadManifest,executePostBuildSteps,executeCommandsNowThatDepsAreBuilt|executePostBuildSteps|tryToFetchArtifactFromBuildCacheAndOverlayOnTopOfProjectFilesystem
1294,3,writeBytesToPath,getReaderIfFileExists,getReaderIfFileExists|readFirstLineFromFile|writeBytesToPath
1300,2,prepareNextOutputFile,prepareNextOutputFile,prepareNextOutputFile
1301,3,getImage,getImageAsResource,getImage|getImageAsResource
1306,4,getCode,buildFromInputStream,buildFromInputStream|getCode|getCodeReader
1307,4,retrievePomProperties,analyzePOM,analyzePOM|extractPom|initializeFileTypeAnalyzer|retrievePomProperties
1316,3,loadFromFile,loadFromFile,loadFromClasspath|loadFromFile|loadFromStream
1318,2,createBody,createBody,base64encodeUrlSafe|createBody
1319,5,getFileContent,getFileContent,bytesToFile|calculateFileCrc32|getCachedFile|getContentFromAssets|getFileContent|getTempFile
1324,2,readFile,streamForFile,extractZipEntry|loadProperties|streamForFile
1325,2,getLastModified,getReader,getInputStream|getLastModified|getReader
1326,6,xmlToPackageDescr,addPackageFromXml,addPackageFromChangeSet|addPackageFromInputStream|addPackageFromXml|decisionTableToPackageDescr|pmmlModelToPackageDescr|xmlToPackageDescr
1333,4,rebuildJournal,get,get|getReaderIfFileExists|inputStreamToString|newInputStream|newOutputStream|open|rebuildJournal|remove|writeBytesToPath
1340,2,serialize,serialize,serialize
1341,2,saveDgmInfo,saveDgmInfo,loadDgmInfo|saveDgmInfo
1342,2,isSourceNewer,recompile,parseClass|recompile
1343,3,downloadLocale,downloadLocale,downloadEN_US|downloadLocale|loadLocale
1347,2,downloadIndexesListFromInternet,downloadIndexesListFromInternet,assetMapping|downloadIndexesListFromInternet
1349,2,writeGpxFile,loadGPXFile,getUTF8Reader|loadGPXFile
1351,5,readFromInputStream,readFromInputStream,getFileAsString|gzipToString|isZipFile|parseStringsXml|readFromInputStream|stringToGzip
1373,2,doesFileContainKeyword,resourceToFile,doesFileContainKeyword|resourceToFile
1377,2,processStream,processStream,parse|processStream
1379,4,readCache,readCache,getLatestCachedRevision|readCache|storeLatestCachedRevision|writeHistoryToFile
1380,3,getHistoryGet,annotate,annotate|getHistoryGet|isInAccuRevDepot
1381,2,getValidationStatuses,getValidationStatuses,getValidationStatuses
1384,2,loadTerms,loadTerms,loadTerms
1386,2,finishInstall,connect,connect|installApp
1387,2,onStartInstall,validateInstallation,onStartInstall|validateInstallation
1388,5,copyStreamToFile,copyFile,canWriteTo|copyFile|copyStreamToFile|copyURItoFile|getStringFromFile
1389,5,getStringFromFile,copyFile,canWriteTo|copyFile|copyStreamToFile|copyURItoFile|getStringFromFile
1390,2,setCacheFile,setCacheFile,saveToCache|setCacheFile
1391,3,copyStringToFile,WriteTo(Fi,UriForAsset(St|WriteTo(Fi|yStringToFile(St
1392,3,copyStringToFile,yStringToFile(St,UriForAsset(St|WriteTo(Fi|yStringToFile(St
1403,4,execute,boot,boot|getNewConnection|resetConnection|setupSlave
1407,3,extractNativeLib,extractNativeLib,computeNativesHash|extractNativeLib
1408,2,loadFromStream,loadFromStream,getBytes|loadFromStream
1410,2,getConnection,getConnectionInternal,executeBatch|getConnectionInternal
1416,4,request,request,getConnection|openConnection|request|writeBuffers
1418,2,write,write,write
1420,3,sendCommand,connect,connect|loginUsingPublicKeyAuthentication|sendCommand
1428,3,parseDocument,init,addCollection|init|installWebStartPlugins|parseDocument
1431,2,actuallyTrackUsage,parseUpdateXml,actuallyTrackUsage|parseUpdateXml
1432,4,doReadXML,readXML,checkInputStream|doReadXML|readXML|writeXML
1434,2,loadObjectConfig,getConfigStream,convertStreamToString|getConfigStream
1435,3,uploadPhoto,uploadPhoto,createAlbum|get|uploadPhoto
1439,4,createManager,createSocket,createManager|createSocket|run|write
1443,3,createManager,createManager,createFileAfterRollover|createManager
1448,2,loadExternalZipShaderpack,tryReadConfigProperties,loadExternalZipShaderpack|tryReadConfigProperties
1452,3,sendXMPP,sendXMPP,sendXMPP
1459,4,compareFileMagic,getContentHandler,compareFileMagic|dumpConfig|getContentHandler|getOutputWriter|process
1461,7,run,parseEmbedded,getContentHandler|getOutputWriter|parseEmbedded|process|processSocketInBackground
1466,5,main,getContentHandler,compareFileMagic|dumpConfig|getContentHandler|main|parseEmbedded|process
1467,3,close,saveByte,rewind|saveByte
1476,5,updatePassword,login,getUserByUID|isAuthorized|login|updateLogin|updateSharedSecret
1477,9,insertUser,getUserSet,disableUser|getAdminUserSet|getUser|getUserSet|insertUser|isUnique|resetSharedSecret|updateUserCredentials|updateUserNoCredentials
1479,2,readBuffers,writeBuffers,readBuffers|writeBuffers
1487,5,writeClass,writeClass,outputDava|setupJAR|writeClass
1489,4,inputStream,inputStream,find|getClassSource|inputStream
1495,2,exportFile,getTempFile,doConvertFile|getTempFile
1496,2,loadErrors,storeRelocation,loadErrors|storeRelocation
1498,2,run,createHtml,createHtml|run
1502,2,makeObject,makeObject,makeObject
1508,2,addBootFile,addBootFile,addBootFile|write
1510,2,read,read,read|write
1512,5,writeRextToFile,ex1,ex1|ex2|ex4|ex6|writeRextToFile
1523,3,getWmicResult,getWmicResult,getWmicResult
1524,4,closeSocket,init,doneConnect|init|readRecord|writeRecord
1529,3,concat,concat,analyse|concat
1538,2,getConnection,getConnectionInternal,executeBatch|getConnection|getConnectionInternal
1539,2,sendrecv,sendrecv,sendrecv
1543,7,read,read,create|initializeRepository|read|signalCreationReady|write
